0x30b9e8db,전사의 길
0x2f7e9049,"이보게, 애송이 친구! 낚시 좀 했나 보군. 물고기를 낚는 것도 좋지만, 가끔은 보물을 낚아 올리는 게 더 짜릿하지 않겠나? 꼭 해적이 되어 금괴를 파내는 기분이라니까! 뭐, 그런 기분을 더 느껴보고 싶다면, 내가 늙은 선원의 은닉처가 있는 곳을 알고 있네. 자, 여기를 보게..."
0x2ffc7107,고맙습니다.
0x3089da19,"발밑엔 단단한 땅이 있고, 머리 위엔 맑은 하늘이라고? 시끄럽게 깍깍대던 소리도 안 들리는군. 대체 무슨 조화가 날 여기로 데려온 거지?"
0x31506575,"안색이 좋지 않군, 화염의 후예여! 어디 몸이라도 좋지 않은 건가? 내가 도와주겠네!"
0x3159df71,생전의 우리 행동은 영원 속에서 울려 퍼지리라.
0x3188bdf3,언제든 말씀하세요!
0x32293271,참으로 영광입니다!
0x32496c5b,"자, 서두르자고. 시간은 아무도 기다려주지 않으니까 말이야, 안 그런가?"
0x32aba4f1,비가 곧 쏟아질 것 같군...
0x32b02704,"제가 감옥에 갇히기 전에는 익살꾼이자 서커스의 단검 투척사였어요! 사촌이 무대 세트를 도와주곤 했지만, 슬프게도 제 농담과 단검은 뜻대로 잘 먹히질 않았죠. 특히 단검 쪽은... 더 깊이 말하고 싶진 않지만, 공연 중에 안 좋은 사고가 좀 있었거든요. 처음엔 다들 웃었지만, 결국 우릴 감옥에 집어넣대요. 아, 옛날이 좋았는데... 그래도 그 광대 모자는 여전히 갖고 싶네요."
0x331672f9,"새로운 재료들로 망치질 좀 해보고 싶군! 자, 어서 금을 좀 가져다주게!"
0x3349ec5f,내 눈엔 죽은 사람들이 보이네.
0x33900c5d,종종 들러 주세요.
0x33949178,내 <craftingstation>막자사발</craftingstation>이로군! 자네가 가져왔나. 가져오는 동안 별 탈은 없었겠지? 부디 나를 위해 이것을 <b>기지에 배치해</b> 주겠나?
0x33bb74eb,"넌 어디서 나타난 거지? 엎드려! 어서 엎드려! 사방에 독수리가 깔렸어. 어서 화살을 건네! 내가 떨어뜨릴 테니 당신이 숨통을 끊어버려! ...잠깐, 하늘이 맑잖아. 그 끔찍한 둥지가 아니군... 당신 덕분이야. 내 이름은 갤런이야. 사냥꾼이지. 당신이 내 안식처가 되어준다면, 내 기꺼이 당신의 활이 되어주겠어."
0x33f9dbd5,"어머, 반가워요!"
0x34543ddc,"꽤 오래 걸렸군요. 자, 작업을 시작하죠."
0x3497f618,"내가 왜 초소에 없는 거지? 그리고 당신은 누구시오? ""화염의 후예""? 그렇다면 반갑군! 나는 군터 게일포스라고 하네. 일단은 ""군인""이라 할 수 있겠지. 실은 내심 나 자신을 시인이나 정원사에 더 가깝다고 생각하지만 말이네. 내가 도울 일이 있다면 알려주게!"
0x34a3d284,무슨 수로 드락 놈들이 그런 비법을 썼는지 알아낸 게 좀 있나?
0x34c0c6f5,"와우, 정말 대어를 낚았군! 내가 자네를 얕봤어, '물고기의 후예'... 아 아니, '화염의 후예'를 말이야. 하하하!"
0x35464a91,원하는 게 무엇인가요?
0x35a02ed4,찬양하라!
0x35b0407b,"아직 끝난 건 아니지, 안 그래?"
0x36157922,이 세상 그 자체가 하나의 마법이라네.
0x3655f48c,"몸조심하세요, 친구!"
0x36936995,"지붕 한번 근사하군! 요즘 세상에 찬밥 더운밥 가릴 때가 아니잖아. 아무튼, 이제 목공 일 좀 시작해볼까?"
0x36db3b46,불꽃과 영광을 위하여!
0x370e6ae7,"우리는 별들의 소용돌이 속에 흩날리는 먼지 같은 존재라네, 친구여. 자네는 감히 손을 뻗어 <i>영겁의 조각</i>을 움켜쥐길 바라는가? 아마 <b>영구 주문</b>을 얻는 것이 자네에게 어울릴지도 모르겠군! 무시무시한 주인과 함께 어느 지하 무덤에 묻힌 주문을 하나 알고 있네. 자네라면 그것으로 아주 많은 선행을 베풀 수 있을 게야!"
0x3717156e,"새로운 빛이 뻗어 오는구나. 나의 밝은 눈은 지평선 너머, 레벨우드의 굽이치는 뿌리 너머를 꿰뚫어 보노라. 나의 예리한 귀는 아래에서 들려오는 속삭임을 듣고, 산들바람에 풍경 소리처럼 춤추는 부드러운 목소리를 듣노니. 잃어버린 우리 문명의 바다를 건너 그 아래 갇힌 노래하는 새를 구하거라!"
0x3727eb19,이곳에 머물며 영원을 응시하게.
0x37cb35aa,당신의 선물은 제게 가장 달콤한 보상이에요! <craftingstation>벌집 훈연 상자</craftingstation>를 배치하고 <craftingstation>꿀벌집</craftingstation>도 몇 개 만들어 보죠! 수확 철이 되면 정말 특별한 요리를 해 드릴게요! 설탕에 절인 유카 좋아하시나요?
0x383e4a02,내 탑 주변에 있던 고양이들 이야기를 했던가? 살아있는 쥐뿐만 아니라 죽은 쥐들을 소탕하는 데도 아주 요긴했지. 마치 작은 호랑이 무리 같았다니까!
0x38a93643,무슨 일이죠?
0x38e2526f,"제 이름은 카오리 콘웨이예요. 운송업을 하는 보부상이죠. 당신이 저를 구해주신 거죠? 근사한 선물이라도 드리고 싶지만, 아무래도 제가 죽었던 모양이라 지금은 수중에 아무것도 없네요... 이 상황을 좀 바꿔봐야겠어요!"
0x39312945,반갑구만!
0x3957db4d,우리에겐 <craftingstation>무두질 작업대</craftingstation>가 필요합니다. 구하는 게 그리 어렵지는 않겠지요?
0x395961ca,"커피를 하루에 21잔이나 마셔도 아무 탈 없을 거라고 믿어 의심치 않아요! 아, 증거는 없지만요. 그냥 개인적인 확신 같은 거예요. 여긴 서로 비판하지 않는 공간인 거 맞죠?"
0x397940cc,"이 몸은 현실 같지가 않아... 마, 마, 마치 꿈속 같거든. 공허에서 쑥 뽑힌 것처럼 말이야. 당신은 누구지? 난 또 뭐고? 사람들이 당신을 화, 화염의 후예라고 부른다고? 이해가 안 가... 미안, 내, 내겐 이름이 없어. 수, 수, 수집가가 그랬거든... 하, 하인들에겐 이, 이름 같은 건 필요 없다고. 제발, 나, 날 다시 어둠 속으로 돌려보내지 말아줘..."
0x39b440e6,"자, 여기요!"
0x3af1d72c,"이보세요 화염의 후예여, 혹시 새로운 기술을 배워볼 생각 없습니까?"
0x3b07dbf3,"그 ""뼈다귀 친구들"" 생각이 머릿속을 떠나질 않네요. 정말 오싹하지 않나요?"
0x3bcfb6fd,"맛있고 따뜻한 음식을 좀 만들어야겠죠, 안 그래요?"
0x3c3a59fb,여길 좀 번듯하게 가꿀 수도 있는데... <craftingstation>석공 도구</craftingstation>만 있다면 말이지! 하지만 보시다시피 지금 빈손이잖아! 좀 도와줄 거지?
0x3c986cd4,"화염의 후예여! 지금 영약을 지니고 있구려. 부디 조심히 다루게나. 그것은 부패와 죽음을 불러온다네! 내 눈으로 직접 확인했으니 틀림없어. 처음에는 몸을 강하게 만드는 것처럼 느껴지겠지만, 결국 정신을 좀먹지! <b>부디 영약을 마시지 말게!</b>"
0x3c9db504,어서 오게나!
0x3d3c9c74,아호이!
0x3e17ea71,비바람을 피할 거처가 있으면 정말 도움이 될 것 같아요. 기회가 된다면 부탁드릴게요.
0x3f1c8533,"자, 뭘 망설이세요? 얼른 물고기를 구워서 맛이 어떤지 직접 확인해 보세요!"
0x3f1d21b6,"저는 교향곡이 끼치는 긍정적인 영향을 연구하고 있답니다! 악기의 희귀성과 위상이 심리적인 영향을 미친다는 가설을... 아, 그건 지금 중요하지 않죠. 당신이 전설적인 악기들을 좀 찾아주셨으면 해요! 불타는 황무지의 사원에 그런 악기들이 숨겨져 있다는 소문을 들었거든요. 위치는 알지만 어디에 악기가 있을지는 몰라요... 제발 좀 도와주세요!"
0x3fa0c2cc,가끔은 내가 꼭 물 밖에 나온 물고기 신세가 된 것 같아.
0x3fc64cfe,아직 안 갔나?
0x3fdaf661,"잠시 속마음을 털어놓아도 될까요? <location>켈빈 요새</location>에서 절벽 밑으로 떨어졌을 때 머리를 세게 부딪쳐서 아직 기억이 가물가물해요. 제 이름과 솜씨, 그리고 어떤... ""천상의 빛""을 향해 기어갔던 건 기억이 나는데 말이죠. 그게 다예요. 가장 최악인 건 염색약 만드는 법을 싹 잊어버렸다는 거예요! 가장 기본적인 ""빨간색""조차 어떻게 내는지 기억이 안 난다니까요! 혹시라도 머리 색상에 관한 정보를 찾으신다면 저한테 꼭 알려 주시겠어요?"
0x40168d03,"안목이 있군, 화염의 후예!"
0x401a8d13,말은 짧게 하게나!
0x4024c67f,좋습니다. 실 한 가닥을 절대 우습게 보지 마세요. 튼튼하기만 하다면 어떤 상처도 꿰맬 수 있고... 어떤 숨통도 조일 수 있으니까요. 본론으로 들어가고 싶다면 <craftingstation>베틀</craftingstation>을 배치하세요.
0x405ac8b6,"이리 좀 가까이 와봐. 물어볼 게 있어서 그래... 그 물에 잠긴 사원 유적 말이야. 숨길 게 없다면 왜 그런 험한 덩굴이랑 깊은 호수 사이에 지었겠어? 혹시... 금화라도 좀 있지 않을까? (찡긋 찡긋) 내가 ""찡긋 찡긋""이라고 말하는 건 눈이 하나밖에 없어서 그래. 그냥 눈을 깜빡이는 걸로 보일까 봐 말이야. 그리고 성공한 사업가들은 다 윙크를 한다고 하더라고. 내가 정한 규칙은 아니야!"
0x407c280d,다시 뵙겠군요.
0x40c07512,쉿! 조용히 하세요! 완벽하게 매혹적인 빨간색을 만들어야 한단 말이에요!
0x413611fc,"오랜 친구여, 이리 가까이 오게. 해 줄 이야기가 있네."
0x4142f373,"<craftingstation>제련소</craftingstation> 하나 있으면 아주 요긴할 걸세. 날 믿어보게나, 그걸 만들 수만 있다면 내 <keyitem>도가니</keyitem>를 찾는 수고쯤은 아무것도 아닐 테니!"
0x4185b67f,드디어 메이의 물건들을 다시 구경할 수 있겠군! 같이 솜씨 좀 구경하러 갈까? 구경하는게 제일 즐겁거든!
0x41ba9d25,웅장한 걸 한번 만들어보자고!
0x41bedda2,"그 주문들을 모두 회수하다니 정말 훌륭하게 해냈군. 솔직히 감탄했네! 이제 직접 연구해 보았으니, 자네를 위해 그 마법을 재현해 보겠네."
0x41f74c6f,"화염의 후예, 우리 음악의 명인이 왔구나! 네가 불 가에서 악기를 연주할 때면 내가 가장 좋아하는 악단인 허니듀스가 떠올라! <location>수라트의 안식처</location>에서 허니듀스가 <b>희귀한 악기</b>를 가지고 펼친 마지막 공연을 보지 못한 건 두고두고 후회하고 있어... 허니듀스 악단이 해체돼 버렸거든! 아, 그리고 다들 이미 이 세상 사람이 아닐 거야. 하지만 허니듀스의 악기는 아직 어딘가에 있을지도 몰라!"
0x41fbf2b9,"으아, 기분이 정말 끔찍하네요. 광산은 대체 어디 있나요? 엠버베일에 도대체 무슨 일이 일어난 거죠? 제 가족들은 어디에 있고요?"
0x422e23a0,레벨우드에 있는 이 고대 첨탑이 우리 모두에게 새로운 길을 열어줄 거예요. 잊지 마세요!
0x42732121,저는 머나먼 불타는 황무지에서 상단과 함께 여기까지 왔어요... 선대 여왕 <lorename>파이크미드</lorename>의 따님인 <lorename>제즈미나</lorename> 님이 저희를 이끄셨죠. 그분이라면 어디든 따랐을 테지만... 결국 그분은 떠나셨어요. 고대인들께서 저희에게 서로 다른 길을 예견하셨거든요. 그러지 않았으면 좋았을 텐데. 그분 곁을 다시 한 번 걸을 수만 있다면 무엇이든 바칠 거예요.
0x428beeba,"오, 처음 보는 얼굴이군요! 혹시 새로 부임한 교수님이신가요? 제 이름은 휴고 밴더홀, 이곳의 학자랍니다! 그런데... ""이곳""이 대체 어디죠? 여긴 제 서재가 아닌 것 같습니다만..."
0x42e3fa65,조상님들의 보살핌이 함께하기를.
0x43a8d371,"내 확신하는데, 드락 놈들은 조명 색깔을 바꾸는 데 다른 재료를 썼을 거야. 놈들 거처를 좀 뒤져보면 어떻게 그런 기술을 썼는지 적힌 쪽지 같은 걸 찾을 수 있을지도 몰라."
0x44689763,유레카! 해냈군! 우리가 경이로운 것들을 만들어낼 수 있겠어!
0x44708e30,사냥 파트너가 있으면 좋겠군요. 당신도 마찬가지겠죠. 개 한 마리를 데려오는 것도 나쁘지 않은 선택일 겁니다!
0x4521410b,조만간 다시 보세.
0x458d8f44,"허투루 듣지 마세요. 내 방을 만들어 준다면 여기서 훨씬 오래 살아남을 수 있을 겁니다. 그러니 은신처 말이에요, 알아들었죠!"
0x45d4b212,"당신의 그 ""새 친구""는 당신 책임입니다. 옷자락과 숨결에서 부패한 악취가 진동을 하는군요. 내가 지켜봤는데, 줄곧 제단 근처를 어슬렁거리더군요. 불꽃과 불씨, 그리고 재를 쏘아보면서 말입니다. 그 눈에는 아무것도 비치지 않았어요. 한 줄기 빛조차도요. 예전 울부짖는 봉우리에서 느꼈던 소름이 돋더군요."
0x45f32aae,화염의 후예여! 피곤해서 쓰러질 지경이에요! 카페인이 절실하다고요! 이 가련한 영혼을 좀 도와주시겠어요?
0x4616ce0b,"오, 화염의 후예로군."
0x462c0db7,인형을 무사히 구해 오셨군요! 어서 우리 귀여운 에밀리에게 보여주러 갈까요? 에밀리는 저와 아주 가까운 친구거든요. 부디 이 선물이 마음에 들었으면 좋겠네요!
0x465f6cc0,정말 다채롭고 아름다운 초록색의 향연이 눈앞에 그려지네요! 두 재료를 모두 보여주셔서 제 기억을 되살리는 데 큰 도움이 됐어요. 감사의 뜻으로 당신에게 평생 무료 이발권을 드리죠! 네? 제 이발은 원래부터 공짜였다고요? 정말로요? ...지금까지 제 친절과 뇌진탕을 이용했다는 사실을 자백하시는 건가요? 농담이에요! 당신의 미소만으로도 충분한 보상이니까요!
0x46644ee9,"날카로운 기지, 더 날카로운 화살을."
0x46f6c9a0,"화염의 후예여, 매일 분초를 아껴가며 쉼 없이 일하는군요. 리넨이나 줄을 만들 때 물레를 사용하면 훨씬 효율적일 겁니다. 같이 하나 만들어 보죠!"
0x46fee36f,자네에게 줄 희귀한 물건들을 좀 챙겨왔네.
0x479412c6,"승천하려면 저 외눈박이 괴수를 처치해야 하네. 흘러넘치는 영원의 시냇가에 입술을 적시고 싶다면 녀석의 머리와 영혼, 그리고 의지를 가져오게나."
0x479781d8,"<b>장비 상자</b> 말인가? ...목소리 좀 낮춰! 그래, 그래, 내가 좀 빌렸어. 예전에 하던 일을 마무리하고 싶었거든. 근데 저기 말이야, 늙은 오스왈드한테 말하면 내 남은 손 한 짝도 날아가고 말걸! 자, 조용히만 있겠다면 어디 있는지 알려줄게. 어때?"
0x48d353b2,내 제안을 잘 고려해 보게.
0x49044387,화염의 후예님! 도움이 필요해요... 생선 수프는 이제 한 숟가락도 더 못 먹겠단 말이죠.
0x496b8769,근사하게 기분 전환을 시켜 드릴게요.
0x49fd0302,"언젠가 아주 특별한 장신구를 가진 적이 있었어요. 나무 손잡이에 각인이 새겨진 소중한 머리빗이었는데, 세상에서 가장 귀여운 동물인 카피바라의 털로 만든 것이었죠. 실물을 직접 보게 될 줄은 꿈에도 몰랐는데, 녀석들이 좋아하는 온천이 생각보다 가까이에 있더라고요! 우리도 몇 마리 길러봐야겠어요. 엘리오도 찬성할 거예요! 비록 그 털을 머리 손질 외에 다른 용도로 쓰게 되더라도 말이죠!"
